,date,openPrice,highPrice,lowPrice,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,soybeanOilSupply,soybeanOilDemand,sunflowerSeedPrice,Month,canolaPrice,peanutsPrice,flaxseedPrice,soybeanOilPrice,cottonseedOilPrice,sunflowerseedOilPrice,canolaOilPrice,peanutOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
128,05/21/2018,997.5,997.5,997.5,997.5,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
129,05/22/2018,999.0,999.0,999.0,999.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
130,05/23/2018,1006.25,1006.25,1006.25,1006.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
131,05/24/2018,1003.0,1003.0,1003.0,1003.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
132,05/25/2018,1006.0,1006.0,1006.0,1006.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
133,05/29/2018,997.5,997.5,997.5,997.5,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
134,05/30/2018,998.25,998.25,998.25,998.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
135,05/31/2018,1000.5,1000.5,1000.5,1000.5,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
136,06/01/2018,1004.75,1004.75,1004.75,1004.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
137,06/04/2018,994.25,994.25,994.25,994.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
138,06/05/2018,998.25,998.25,998.25,998.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
139,06/06/2018,996.5,996.5,996.5,996.5,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
140,06/07/2018,990.5,990.5,990.5,990.5,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
141,06/08/2018,984.5,984.5,984.5,984.5,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
142,06/11/2018,976.25,976.25,976.25,976.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
143,06/12/2018,977.25,977.25,977.25,977.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
144,06/13/2018,975.0,975.0,968.5,968.5,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
145,06/14/2018,959.25,959.25,959.25,959.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
146,06/15/2018,949.0,949.0,949.0,949.0,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
147,06/18/2018,947.75,947.75,947.75,947.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
148,06/19/2018,936.25,936.25,936.25,936.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
149,06/20/2018,939.25,939.25,939.25,939.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
150,06/21/2018,930.75,930.75,930.75,930.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
151,06/22/2018,938.75,938.75,938.75,938.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
152,06/25/2018,921.75,921.75,921.75,921.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
153,06/26/2018,917.75,917.75,917.75,917.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
154,06/27/2018,919.25,919.25,919.25,919.25,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
155,06/28/2018,915.75,915.75,915.75,915.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
156,06/29/2018,912.75,912.75,912.75,912.75,4506.9,4108.4,4342.7,2037.9,17.7,June,17.2,22.7,9.98,28.3,29.9,54.0,37.75,67.7,29.54,355.71,257.5,175.63,271.25
157,07/02/2018,908.75,916.5,908.75,908.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
158,07/03/2018,906.0,909.0,906.0,906.0,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
159,07/05/2018,900.5,900.75,900.0,900.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
160,07/06/2018,900.0,930.75,900.0,929.0,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
161,07/09/2018,919.25,919.25,909.0,914.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
162,07/10/2018,917.75,919.75,913.5,917.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
163,07/11/2018,912.0,912.5,903.0,903.5,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
164,07/12/2018,900.0,908.5,899.75,905.25,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
165,07/13/2018,896.5,896.5,890.75,896.5,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
166,07/16/2018,911.0,911.75,893.75,904.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
167,07/17/2018,909.0,914.25,909.0,909.0,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
168,07/18/2018,910.75,913.75,907.25,910.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
169,07/19/2018,916.25,916.25,909.0,916.25,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
170,07/20/2018,918.25,920.5,913.25,918.25,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
171,07/23/2018,922.0,922.75,918.25,918.25,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
172,07/24/2018,916.5,928.5,914.5,926.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
173,07/25/2018,928.75,931.75,925.75,931.0,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
174,07/26/2018,932.5,945.75,925.75,927.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
175,07/27/2018,930.0,936.5,930.0,934.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
176,07/30/2018,939.75,943.75,939.75,939.75,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
177,07/31/2018,961.0,963.75,961.0,961.0,4683.2,4170.7,4380.8,1997.2,17.4,July,17.1,22.4,9.96,27.21,28.75,54.0,38.69,68.0,28.76,341.08,253.13,155.5,278.0
178,08/01/2018,950.75,950.75,948.0,950.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
179,08/02/2018,950.25,950.25,941.25,949.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
180,08/03/2018,953.25,953.25,937.25,953.25,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
181,08/06/2018,946.0,946.0,941.25,946.0,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
182,08/07/2018,952.25,956.25,950.5,955.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
183,08/08/2018,962.5,963.25,962.5,962.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
184,08/09/2018,959.75,961.0,955.25,956.0,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
185,08/10/2018,926.75,926.75,925.75,926.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
186,08/13/2018,929.75,931.0,921.25,929.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
187,08/14/2018,932.75,936.5,929.0,936.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
188,08/15/2018,933.0,937.25,932.0,933.0,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
189,08/16/2018,953.25,955.75,953.25,953.25,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
190,08/17/2018,944.75,950.75,940.0,947.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
191,08/20/2018,947.75,947.75,947.75,947.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
192,08/21/2018,945.25,949.75,945.25,945.25,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
193,08/22/2018,934.75,934.75,934.75,934.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
194,08/23/2018,919.5,919.5,919.5,919.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
195,08/24/2018,921.25,923.5,921.25,921.25,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
196,08/27/2018,911.5,919.0,911.25,919.0,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
197,08/28/2018,911.75,911.75,911.25,911.75,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
198,08/29/2018,914.5,919.0,914.5,914.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
199,08/30/2018,907.0,915.5,907.0,908.5,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
200,08/31/2018,920.75,921.5,920.5,921.0,4588.9,4187.8,4352.3,2137.5,16.9,August,15.3,22.0,10.2,27.6,28.6,54.0,38.75,68.0,26.8,332.5,260.0,153.13,265.63
201,09/04/2018,921.0,925.5,917.0,920.75,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
202,09/05/2018,916.0,916.0,915.25,916.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
203,09/06/2018,916.5,919.75,914.5,918.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
204,09/07/2018,923.25,924.25,917.5,923.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
205,09/10/2018,923.75,927.25,922.25,923.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
206,09/11/2018,914.0,915.75,908.25,909.75,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
207,09/12/2018,920.0,920.0,906.5,920.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
208,09/13/2018,915.5,923.25,915.5,915.5,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
209,09/14/2018,915.25,917.25,914.5,915.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
210,09/17/2018,913.75,917.0,910.5,914.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
211,09/18/2018,907.75,907.75,905.0,905.75,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
212,09/19/2018,916.0,918.0,915.75,916.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
213,09/20/2018,920.25,937.25,915.5,935.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
214,09/21/2018,936.5,936.5,931.75,936.5,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
215,09/24/2018,936.5,936.75,931.5,935.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
216,09/25/2018,937.0,946.25,937.0,937.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
217,09/26/2018,938.5,940.75,938.5,938.5,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
218,09/27/2018,941.5,944.0,940.5,943.25,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
219,09/28/2018,937.0,937.0,934.75,937.0,4430.6,3875.2,4171.5,2176.1,16.7,September,15.2,22.2,9.79,27.73,28.88,54.0,38.19,67.63,26.46,318.32,258.75,150.63,235.0
220,10/01/2018,946.0,949.25,946.0,946.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
221,10/02/2018,950.25,955.0,949.75,955.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
222,10/03/2018,953.5,956.5,952.75,953.75,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
223,10/04/2018,952.0,957.0,951.75,952.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
224,10/05/2018,959.5,961.0,947.25,961.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
225,10/08/2018,960.75,961.75,955.5,959.25,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
226,10/09/2018,956.25,956.25,952.75,955.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
227,10/10/2018,944.75,944.75,940.75,944.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
228,10/11/2018,942.75,950.5,940.0,950.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
229,10/12/2018,955.5,957.5,955.25,957.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
230,10/15/2018,957.75,975.5,957.75,975.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
231,10/16/2018,970.25,970.25,968.25,970.25,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
232,10/17/2018,969.0,972.0,968.5,969.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
233,10/18/2018,950.5,950.5,950.5,950.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
234,10/19/2018,945.5,947.75,943.25,943.25,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
235,10/22/2018,948.0,948.0,944.75,944.75,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
236,10/23/2018,943.25,948.5,940.5,944.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
237,10/24/2018,943.25,943.25,941.5,941.75,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
238,10/25/2018,936.25,938.0,931.75,933.5,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
239,10/26/2018,939.25,940.0,936.0,936.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
240,10/29/2018,943.25,943.25,930.5,932.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
241,10/30/2018,927.0,933.25,926.75,927.0,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
242,10/31/2018,930.75,932.0,925.0,930.75,4899.8,4454.9,4164.9,2117.3,16.7,October,15.6,22.1,9.79,28.89,30.56,54.0,38.94,66.63,27.18,319.15,249.0,164.0,196.5
243,11/01/2018,957.5,959.75,929.75,955.5,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
244,11/02/2018,956.5,964.5,952.0,957.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
245,11/05/2018,959.0,963.75,954.0,959.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
246,11/06/2018,958.75,959.5,954.25,958.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
247,11/07/2018,954.75,954.75,953.5,954.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
248,11/08/2018,946.75,956.5,942.5,956.5,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
249,11/09/2018,961.25,961.5,954.0,961.25,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
250,11/12/2018,960.5,960.5,957.0,960.5,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
251,11/13/2018,956.5,962.5,956.0,956.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
252,11/14/2018,961.0,964.0,961.0,963.5,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
253,11/15/2018,963.25,970.25,960.5,963.25,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
254,11/16/2018,965.0,966.75,957.5,963.25,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
255,11/19/2018,949.0,950.0,947.75,949.25,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
256,11/20/2018,952.25,960.0,952.25,956.75,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
257,11/21/2018,958.0,963.5,954.0,958.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
258,11/23/2018,956.75,958.75,955.5,958.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
259,11/26/2018,943.5,944.0,939.75,944.0,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
260,11/27/2018,954.5,957.5,954.5,954.5,4638.3,4302.9,4142.6,2242.3,17.0,November,16.0,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240.0,171.25,209.38
