date,openPrice,highPrice,lowPrice,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,soybeanOilSupply,soybeanOilDemand,sunflowerSeedPrice,Month,canolaPrice,peanutsPrice,flaxseedPrice,soybeanOilPrice,cottonseedOilPrice,sunflowerseedOilPrice,canolaOilPrice,peanutOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
05/24/2018,1003,1003,1003,1003,"4,602.00","4,168.80","4,689.40","2,315.30",17.90,May,18.5,22.7,10.1,29.4,31.25,54,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/25/2018,1006,1006,1006,1006,"4,602.00","4,168.80","4,689.40","2,315.30",17.90,May,18.5,22.7,10.1,29.4,31.25,54,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/29/2018,997.5,997.5,997.5,997.5,"4,602.00","4,168.80","4,689.40","2,315.30",17.90,May,18.5,22.7,10.1,29.4,31.25,54,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/30/2018,998.25,998.25,998.25,998.25,"4,602.00","4,168.80","4,689.40","2,315.30",17.90,May,18.5,22.7,10.1,29.4,31.25,54,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/31/2018,1000.5,1000.5,1000.5,1000.5,"4,602.00","4,168.80","4,689.40","2,315.30",17.90,May,18.5,22.7,10.1,29.4,31.25,54,38.25,66.5,29.65,393.55,262.5,201.5,267.5
06/01/2018,1004.75,1004.75,1004.75,1004.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/04/2018,994.25,994.25,994.25,994.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/05/2018,998.25,998.25,998.25,998.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/06/2018,996.5,996.5,996.5,996.5,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/07/2018,990.5,990.5,990.5,990.5,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/08/2018,984.5,984.5,984.5,984.5,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/11/2018,976.25,976.25,976.25,976.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/12/2018,977.25,977.25,977.25,977.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/13/2018,975,975,968.5,968.5,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/14/2018,959.25,959.25,959.25,959.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/15/2018,949,949,949,949,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/18/2018,947.75,947.75,947.75,947.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/19/2018,936.25,936.25,936.25,936.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/20/2018,939.25,939.25,939.25,939.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/21/2018,930.75,930.75,930.75,930.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/22/2018,938.75,938.75,938.75,938.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/25/2018,921.75,921.75,921.75,921.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/26/2018,917.75,917.75,917.75,917.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/27/2018,919.25,919.25,919.25,919.25,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/28/2018,915.75,915.75,915.75,915.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
06/29/2018,912.75,912.75,912.75,912.75,"4,506.90","4,108.40","4,342.70","2,037.90",17.70,June,17.2,22.7,9.98,28.3,29.9,54,37.75,67.7,29.54,355.71,257.5,175.63,271.25
07/02/2018,908.75,916.5,908.75,908.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/03/2018,906,909,906,906,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/05/2018,900.5,900.75,900,900.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/06/2018,900,930.75,900,929,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/09/2018,919.25,919.25,909,914.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/10/2018,917.75,919.75,913.5,917.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/11/2018,912,912.5,903,903.5,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/12/2018,900,908.5,899.75,905.25,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/13/2018,896.5,896.5,890.75,896.5,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/16/2018,911,911.75,893.75,904.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/17/2018,909,914.25,909,909,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/18/2018,910.75,913.75,907.25,910.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/19/2018,916.25,916.25,909,916.25,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/20/2018,918.25,920.5,913.25,918.25,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/23/2018,922,922.75,918.25,918.25,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/24/2018,916.5,928.5,914.5,926.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/25/2018,928.75,931.75,925.75,931,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/26/2018,932.5,945.75,925.75,927.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/27/2018,930,936.5,930,934.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/30/2018,939.75,943.75,939.75,939.75,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
07/31/2018,961,963.75,961,961,"4,683.20","4,170.70","4,380.80","1,997.20",17.40,July,17.1,22.4,9.96,27.21,28.75,54,38.69,68,28.76,341.08,253.13,155.5,278
08/01/2018,950.75,950.75,948,950.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/02/2018,950.25,950.25,941.25,949.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/03/2018,953.25,953.25,937.25,953.25,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/06/2018,946,946,941.25,946,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/07/2018,952.25,956.25,950.5,955.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/08/2018,962.5,963.25,962.5,962.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/09/2018,959.75,961,955.25,956,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/10/2018,926.75,926.75,925.75,926.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/13/2018,929.75,931,921.25,929.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/14/2018,932.75,936.5,929,936.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/15/2018,933,937.25,932,933,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/16/2018,953.25,955.75,953.25,953.25,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/17/2018,944.75,950.75,940,947.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/20/2018,947.75,947.75,947.75,947.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/21/2018,945.25,949.75,945.25,945.25,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/22/2018,934.75,934.75,934.75,934.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/23/2018,919.5,919.5,919.5,919.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/24/2018,921.25,923.5,921.25,921.25,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/27/2018,911.5,919,911.25,919,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/28/2018,911.75,911.75,911.25,911.75,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/29/2018,914.5,919,914.5,914.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/30/2018,907,915.5,907,908.5,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
08/31/2018,920.75,921.5,920.5,921,"4,588.90","4,187.80","4,352.30","2,137.50",16.90,August,15.3,22,10.2,27.6,28.6,54,38.75,68,26.8,332.5,260,153.13,265.63
09/04/2018,921,925.5,917,920.75,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/05/2018,916,916,915.25,916,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/06/2018,916.5,919.75,914.5,918,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/07/2018,923.25,924.25,917.5,923.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/10/2018,923.75,927.25,922.25,923,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/11/2018,914,915.75,908.25,909.75,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/12/2018,920,920,906.5,920,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/13/2018,915.5,923.25,915.5,915.5,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/14/2018,915.25,917.25,914.5,915.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/17/2018,913.75,917,910.5,914.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/18/2018,907.75,907.75,905,905.75,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/19/2018,916,918,915.75,916,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/20/2018,920.25,937.25,915.5,935.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/21/2018,936.5,936.5,931.75,936.5,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/24/2018,936.5,936.75,931.5,935.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/25/2018,937,946.25,937,937,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/26/2018,938.5,940.75,938.5,938.5,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/27/2018,941.5,944,940.5,943.25,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
09/28/2018,937,937,934.75,937,"4,430.60","3,875.20","4,171.50","2,176.10",16.70,September,15.2,22.2,9.79,27.73,28.88,54,38.19,67.63,26.46,318.32,258.75,150.63,235
10/01/2018,946,949.25,946,946.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/02/2018,950.25,955,949.75,955,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/03/2018,953.5,956.5,952.75,953.75,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/04/2018,952,957,951.75,952,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/05/2018,959.5,961,947.25,961,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/08/2018,960.75,961.75,955.5,959.25,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/09/2018,956.25,956.25,952.75,955.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/10/2018,944.75,944.75,940.75,944,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/11/2018,942.75,950.5,940,950.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/12/2018,955.5,957.5,955.25,957.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/15/2018,957.75,975.5,957.75,975.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/16/2018,970.25,970.25,968.25,970.25,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/17/2018,969,972,968.5,969,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/18/2018,950.5,950.5,950.5,950.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/19/2018,945.5,947.75,943.25,943.25,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/22/2018,948,948,944.75,944.75,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/23/2018,943.25,948.5,940.5,944.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/24/2018,943.25,943.25,941.5,941.75,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/25/2018,936.25,938,931.75,933.5,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/26/2018,939.25,940,936,936,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/29/2018,943.25,943.25,930.5,932,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/30/2018,927,933.25,926.75,927,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
10/31/2018,930.75,932,925,930.75,"4,899.80","4,454.90","4,164.90","2,117.30",16.70,October,15.6,22.1,9.79,28.89,30.56,54,38.94,66.63,27.18,319.15,249,164,196.5
11/01/2018,957.5,959.75,929.75,955.5,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/02/2018,956.5,964.5,952,957,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/05/2018,959,963.75,954,959,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/06/2018,958.75,959.5,954.25,958.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/07/2018,954.75,954.75,953.5,954.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/08/2018,946.75,956.5,942.5,956.5,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/09/2018,961.25,961.5,954,961.25,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/12/2018,960.5,960.5,957,960.5,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/13/2018,956.5,962.5,956,956.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/14/2018,961,964,961,963.5,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/15/2018,963.25,970.25,960.5,963.25,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/16/2018,965,966.75,957.5,963.25,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/19/2018,949,950,947.75,949.25,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/20/2018,952.25,960,952.25,956.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/21/2018,958,963.5,954,958,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/23/2018,956.75,958.75,955.5,958,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/26/2018,943.5,944,939.75,944,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/27/2018,954.5,957.5,954.5,954.5,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/28/2018,963.75,967.75,963.75,963.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/29/2018,959,966,958.25,958.75,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
11/30/2018,964,966,964,964,"4,638.30","4,302.90","4,142.60","2,242.30",17.00,November,16,21.2,9.76,27.49,31.45,52.8,37.45,64.8,26.37,310.62,240,171.25,209.38
12/03/2018,978.5,981.75,973.5,974.5,"4,690.70","4,255.60","4,080.10","2,134.30",16.40,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
12/04/2018,975.5,979,973.5,978.25,"4,690.70","4,255.60","4,080.10","2,134.30",16.40,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
12/05/2018,979,980,979,979,"4,690.70","4,255.60","4,080.10","2,134.30",16.40,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
12/06/2018,970.25,979.5,968.25,978,"4,690.70","4,255.60","4,080.10","2,134.30",16.40,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
12/07/2018,984.25,984.25,984.25,984.25,"4,690.70","4,255.60","4,080.10","2,134.30",16.40,December,16.3,17.8,9.66,28.14,32.06,53.5,36.75,62.25,26.46,311.7,243.75,187.5,225.83
